                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    126,                0.31521,                 0.1897,                  1.039,                0.98771,                0.98023,                0.99271,                0.91951,                0.51023,                0.42287,                 1.1034,                  0.005,                  0.005,                  0.005
                    127,                0.30657,                0.18683,                 1.0397,                0.98838,                0.98131,                0.99402,                0.91852,                 0.5067,                0.40779,                  1.103,                0.00496,                0.00496,                0.00496
                    128,                0.30949,                0.18587,                 1.0406,                0.98775,                0.98188,                0.99422,                0.91876,                0.50546,                0.39833,                 1.1013,                0.00492,                0.00492,                0.00492
                    129,                0.30737,                0.18527,                 1.0368,                0.98839,                0.98151,                0.99414,                0.91882,                0.50563,                0.39839,                 1.1013,                0.00488,                0.00488,                0.00488
                    130,                0.30686,                0.18645,                 1.0396,                0.98839,                0.98134,                0.99395,                0.91852,                0.50276,                0.39108,                 1.0995,                0.00484,                0.00484,                0.00484
                    131,                0.31063,                0.18691,                 1.0414,                0.98764,                0.98188,                0.99419,                0.91895,                0.50351,                0.39386,                 1.0996,                 0.0048,                 0.0048,                 0.0048
                    132,                0.31318,                0.18575,                 1.0404,                0.98778,                0.98188,                0.99272,                0.91779,                0.50238,                0.38993,                 1.0986,                0.00476,                0.00476,                0.00476
                    133,                0.30893,                0.18847,                 1.0388,                0.98792,                0.98188,                0.99274,                0.91853,                0.50094,                  0.388,                 1.0986,                0.00472,                0.00472,                0.00472
                    134,                0.30988,                0.18754,                 1.0377,                0.98788,                0.98188,                0.99404,                0.91915,                0.50106,                0.39359,                 1.0982,                0.00468,                0.00468,                0.00468
                    135,                0.30075,                0.18157,                   1.04,                0.98677,                0.98287,                0.99405,                0.92074,                0.50042,                0.39423,                 1.0983,                0.00464,                0.00464,                0.00464
                    136,                0.30725,                0.18535,                 1.0378,                0.98677,                0.98334,                0.99408,                0.92159,                0.50001,                 0.3872,                 1.0984,                 0.0046,                 0.0046,                 0.0046
                    137,                0.31059,                0.18605,                 1.0378,                 0.9855,                0.98353,                0.99417,                0.92173,                0.49939,                0.39104,                 1.0979,                0.00456,                0.00456,                0.00456
                    138,                0.30711,                0.18488,                 1.0427,                0.98676,                0.98517,                 0.9942,                0.92219,                0.49872,                0.39046,                  1.097,                0.00452,                0.00452,                0.00452
                    139,                0.30239,                0.18327,                 1.0389,                0.98843,                0.98485,                0.99418,                0.92028,                0.50224,                0.39834,                 1.0979,                0.00448,                0.00448,                0.00448
                    140,                0.30713,                0.18409,                 1.0391,                0.98802,                0.98517,                0.99418,                0.91988,                0.50556,                 0.4016,                 1.0995,                0.00444,                0.00444,                0.00444
                    141,                0.29756,                0.18049,                 1.0394,                0.98795,                0.98517,                0.99414,                0.92128,                 0.5065,                0.39729,                 1.0999,                 0.0044,                 0.0044,                 0.0044
                    142,                0.30345,                0.18139,                 1.0382,                0.98817,                0.98517,                0.99416,                 0.9215,                0.50943,                0.38938,                 1.0999,                0.00436,                0.00436,                0.00436
                    143,                0.29998,                0.18128,                   1.04,                0.98757,                0.98517,                0.99416,                0.92182,                0.51052,                 0.3902,                 1.0988,                0.00432,                0.00432,                0.00432
                    144,                 0.3057,                0.18318,                 1.0398,                0.98768,                0.98517,                0.99405,                0.92108,                0.51134,                 0.3877,                 1.0981,                0.00428,                0.00428,                0.00428
                    145,                0.29289,                0.17843,                 1.0415,                0.98766,                0.98517,                0.99407,                0.92046,                0.51297,                0.39341,                 1.0987,                0.00424,                0.00424,                0.00424
                    146,                 0.3013,                 0.1803,                  1.039,                0.98807,                0.98517,                0.99409,                 0.9203,                0.51177,                0.39099,                 1.0983,                 0.0042,                 0.0042,                 0.0042
                    147,                0.30286,                0.18117,                 1.0379,                0.98842,                0.98413,                0.99405,                0.91996,                0.51029,                0.38245,                 1.0978,                0.00416,                0.00416,                0.00416
                    148,                0.29935,                0.18061,                 1.0405,                0.98841,                 0.9833,                0.99412,                0.91936,                0.51007,                0.37778,                 1.0975,                0.00412,                0.00412,                0.00412
