                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                0.44657,                0.31346,                 1.7538,                 0.8302,                 0.7697,                0.81976,                0.72972,                0.66112,                0.79526,                 1.9539,              0.0034165,              0.0034165,              0.0034165
                    135,                0.44284,                0.30621,                 1.7445,                0.83008,                0.76891,                0.81999,                0.73116,                0.66185,                0.78369,                 1.9535,               0.003367,               0.003367,               0.003367
                    136,                0.44506,                 0.3067,                 1.7531,                0.83007,                0.76883,                0.82054,                0.73123,                 0.6613,                0.77656,                  1.954,              0.0033175,              0.0033175,              0.0033175
                    137,                0.44044,                 0.3029,                 1.7462,                0.81521,                0.78285,                0.82058,                0.73015,                0.66043,                0.77072,                 1.9541,               0.003268,               0.003268,               0.003268
                    138,                 0.4417,                0.30721,                 1.7509,                0.83167,                0.76712,                0.82181,                0.73308,                0.66029,                0.76859,                 1.9533,              0.0032185,              0.0032185,              0.0032185
                    139,                0.44227,                0.30199,                 1.7428,                0.83196,                0.76668,                0.82187,                0.73273,                0.65857,                0.76434,                 1.9499,               0.003169,               0.003169,               0.003169
                    140,                0.43943,                0.30432,                  1.748,                0.83214,                0.76656,                0.81907,                0.73143,                0.65994,                0.76536,                 1.9512,              0.0031195,              0.0031195,              0.0031195
                    141,                0.44123,                0.30402,                 1.7489,                0.83256,                0.76674,                0.81656,                0.72938,                0.65955,                0.76367,                 1.9517,                0.00307,                0.00307,                0.00307
                    142,                0.43447,                0.29922,                 1.7438,                0.83291,                0.76698,                0.81846,                0.72844,                   0.66,                0.76356,                 1.9529,              0.0030205,              0.0030205,              0.0030205
                    143,                0.43478,                0.29869,                 1.7405,                0.83241,                0.76612,                0.81735,                0.72795,                0.66007,                 0.7661,                 1.9528,               0.002971,               0.002971,               0.002971
                    144,                0.43027,                0.29578,                 1.7359,                0.79404,                0.80626,                0.82163,                0.73162,                0.66005,                0.76522,                 1.9514,              0.0029215,              0.0029215,              0.0029215
                    145,                 0.4289,                0.29584,                 1.7457,                0.79391,                0.80686,                0.81843,                0.72889,                0.65958,                0.76244,                 1.9506,               0.002872,               0.002872,               0.002872
                    146,                0.42701,                0.29132,                 1.7328,                0.83124,                0.76688,                0.81842,                0.72881,                0.66103,                0.76161,                 1.9518,              0.0028225,              0.0028225,              0.0028225
                    147,                0.42251,                0.28995,                 1.7443,                0.83113,                0.76695,                0.82042,                0.73018,                0.66071,                0.76291,                 1.9502,               0.002773,               0.002773,               0.002773
                    148,                0.42893,                0.29065,                 1.7361,                0.83125,                0.76703,                0.82107,                0.72872,                0.66087,                0.76174,                 1.9509,              0.0027235,              0.0027235,              0.0027235
                    149,                0.42324,                0.29005,                 1.7315,                0.83125,                0.76701,                0.82076,                 0.7275,                0.66118,                 0.7587,                  1.952,               0.002674,               0.002674,               0.002674
                    150,                0.41714,                0.28508,                 1.7293,                0.83097,                0.76712,                 0.8203,                0.72824,                0.66305,                0.75908,                 1.9545,              0.0026245,              0.0026245,              0.0026245
                    151,                0.41231,                0.28315,                 1.7257,                 0.8304,                0.76693,                0.82034,                0.72852,                  0.662,                0.75796,                 1.9521,               0.002575,               0.002575,               0.002575
                    152,                0.41247,                0.28252,                 1.7283,                0.82986,                 0.7669,                0.81863,                 0.7287,                 0.6621,                0.75941,                 1.9519,              0.0025255,              0.0025255,              0.0025255
                    153,                0.40729,                0.27992,                 1.7285,                0.82348,                0.77364,                0.81843,                0.72868,                0.66057,                0.75746,                 1.9492,               0.002476,               0.002476,               0.002476
                    154,                0.40267,                0.27643,                 1.7228,                0.82731,                0.77081,                0.81866,                0.72911,                0.66027,                0.75508,                 1.9486,              0.0024265,              0.0024265,              0.0024265
