                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.49462,                0.06914,                0.73825,                 0.3492,                0.99199,                0.97034,                0.97799,                0.99093,                0.89523,                0.96722,                0.97484,                0.99002,                 0.9626,                0.48069,                0.13367,                 2.0915,                0.26741,                0.89827,                0.00646,                0.00646,                0.00646
                     61,                0.50166,                0.06882,                0.73204,                0.35301,                 0.9845,                0.96921,                0.99002,                0.99161,                0.90919,                0.96614,                0.98692,                0.99124,                0.96701,                0.47352,                0.13245,                 2.0609,                0.25799,                0.87541,                 0.0064,                 0.0064,                 0.0064
                     62,                0.50681,                0.07771,                0.77246,                0.35706,                0.97718,                0.96823,                0.98742,                0.99222,                0.91984,                0.96823,                0.98742,                0.99188,                0.96475,                0.45248,                0.14312,                 1.9989,                 0.2352,                 0.8718,                0.00634,                0.00634,                0.00634
                     63,                0.50902,                0.08056,                0.78253,                0.36031,                0.98675,                0.97212,                0.98679,                0.99162,                0.90963,                0.97212,                0.98679,                0.99109,                0.96477,                0.48295,                0.15027,                 1.9829,                0.24939,                 0.8853,                0.00628,                0.00628,                0.00628
                     64,                0.51182,                0.07842,                0.81505,                0.36089,                0.98027,                0.97717,                 0.9717,                0.98928,                0.90536,                0.97717,                 0.9717,                0.98907,                0.96271,                0.49276,                0.14802,                 1.8859,                0.26034,                0.89587,                0.00622,                0.00622,                0.00622
                     65,                0.50893,                0.07568,                0.75768,                0.35826,                0.97662,                0.97127,                0.98742,                0.99147,                0.90285,                0.96913,                0.98713,                  0.991,                 0.9644,                0.47385,                0.12969,                 1.7345,                0.24847,                0.89046,                0.00616,                0.00616,                0.00616
                     66,                0.49424,                 0.0665,                0.68664,                0.34699,                0.98039,                0.97314,                0.98428,                0.99155,                0.91434,                0.97003,                0.98113,                 0.9911,                 0.9666,                0.47484,                0.13647,                 2.0179,                0.25275,                0.88009,                 0.0061,                 0.0061,                 0.0061
                     67,                0.49778,                0.07023,                 0.6969,                 0.3521,                0.97398,                 0.9779,                0.97415,                0.98988,                0.90617,                0.96733,                0.98742,                0.98966,                0.96379,                0.47199,                0.13149,                 1.8809,                0.24615,                0.88039,                0.00604,                0.00604,                0.00604
                     68,                0.50714,                0.07556,                0.74669,                0.35591,                0.98423,                0.97475,                0.98113,                0.98918,                0.89034,                0.97505,                0.98311,                0.99004,                0.95996,                0.48398,                0.13588,                 1.7421,                0.27153,                0.88885,                0.00598,                0.00598,                0.00598
                     69,                0.50169,                0.07183,                0.73364,                0.35296,                0.98284,                0.97211,                0.98664,                0.98967,                0.91521,                0.97211,                0.98664,                0.98941,                0.96621,                0.46726,                0.13582,                  2.091,                0.24546,                0.87935,                0.00592,                0.00592,                0.00592
                     70,                0.50657,                 0.0748,                0.76562,                0.35904,                 0.9815,                 0.9722,                0.98992,                0.99067,                 0.9171,                0.97161,                0.99371,                0.99031,                0.96289,                0.46475,                0.16216,                 2.1713,                 0.2396,                0.87827,                0.00586,                0.00586,                0.00586
                     71,                0.49553,                 0.0661,                0.68121,                 0.3489,                0.97498,                0.98121,                0.98554,                0.99116,                0.90648,                0.97809,                0.98245,                0.99044,                0.96875,                0.48545,                0.13819,                 1.9106,                0.24729,                0.88876,                 0.0058,                 0.0058,                 0.0058
                     72,                0.48567,                0.06506,                0.68096,                0.33747,                0.97606,                0.97205,                0.98427,                0.99083,                 0.9111,                0.97205,                0.98427,                0.99047,                0.96353,                0.48152,                0.12888,                 1.6986,                 0.2418,                0.88725,                0.00574,                0.00574,                0.00574
                     73,                0.50263,                0.06901,                0.71653,                 0.3537,                0.98086,                0.96927,                0.99175,                0.99027,                0.91771,                0.96619,                 0.9886,                0.98983,                0.96911,                0.45827,                0.12595,                 1.8765,                0.23527,                0.88272,                0.00568,                0.00568,                0.00568
                     74,                0.48784,                0.06584,                0.67814,                0.34439,                0.97714,                0.97418,                0.99686,                0.99029,                0.91917,                0.97111,                0.99371,                0.98981,                0.96568,                0.46344,                0.13639,                 2.1469,                0.23427,                0.87938,                0.00562,                0.00562,                0.00562
